Clover ID,Name,Alternate Name,Price,Price Type,Price Unit,Tax Rates,Cost,Product Code,SKU,Modifier Groups,Quantity,Printer Labels,Hidden,Non-revenue item
VMXP5XMXN1QXT,Sunshine Vape 15ml 18mg Dragon Berry Balls,,8.99,Fixed,,DEFAULT,4.5,756519905243,,,1,,No,No
EDS63G3WHVD80,Sunshine Vape 15ml 18mg White Dragon,,8.99,Fixed,,DEFAULT,4.5,,,,0,,No,No
CTYV0VG9NNW0J,Sunshine Vape 15ml 18mg Cowboy,,8.99,Fixed,,DEFAULT,4.5,756519909203,,,0,,No,No
YC3FY5ASCDZ64,Sunshine Vape 15ml 18mg Berry Crunch,,8.99,Fixed,,DEFAULT,4.5,,,,0,,No,No
WSGCWRWCNCQRC,Sunshine Vape 15ml 03mg Extreme Frost,,8.99,Fixed,,DEFAULT,4.5,756519908817,,,0,,No,No
V1QQ0202KXZ02,Sunshine Vape 15ml 03mg Watermelon Lollipop,,8.99,Fixed,,DEFAULT,4.5,756519905397,,,0,,No,No
MDWS8XG6CM7C6,Sunshine Vape 15ml 03mg Dragon Berry Balls,,8.99,Fixed,,DEFAULT,4.5,756519905212,,,-1,,No,No
D7FMJ8JFPWANC,Sunshine Vape 15ml 03mg White Dragon,,8.99,Fixed,,DEFAULT,4.5,756519905038,,,0,,No,No
QH2HAP4MEVBWM,Sunshine Vape 15ml 03mg Cowboy,,8.99,Fixed,,DEFAULT,4.5,,,,4,,No,No
Q1ZQKW01XYZT8,Sunshine Vape 15ml 03mg Berry Crunch,,8.99,Fixed,,DEFAULT,4.5,756519907018,,,1,,No,No
7E93DEX1QWBBR,Sunshine Vape 15ml 06mg Extreme Frost,,8.99,Fixed,,DEFAULT,4.5,756519908824,,,0,,No,No
E01BRC851CPXC,Sunshine Vape 15ml 06mg Watermelon Lollipop,,8.99,Fixed,,DEFAULT,4.5,756519905403,,,0,,No,No
9ZN5PTEANVMZ8,Sunshine Vape 15ml 06mg Dragon Berry Balls,,8.99,Fixed,,DEFAULT,4.5,756519905229,,,2,,No,No
MJY1SP695GAQP,Sunshine Vape 15ml 06mg White Dragon,,8.99,Fixed,,DEFAULT,4.5,756519905045,,,0,,No,No
FQNWG9PR7FTQP,Sunshine Vape 15ml 06mg Cowboy,,8.99,Fixed,,DEFAULT,4.5,756519909180,,,1,,No,No
PHH9NQ6N4ZRWP,Sunshine Vape 15ml 06mg Berry Crunch,,8.99,Fixed,,DEFAULT,4.5,756519907025,,,2,,No,No
VZKQ766ZJEK54,Sunshine Vape 15ml 00mg Extreme Frost,,8.99,Fixed,,DEFAULT,4.5,756519908800,,,3,,No,No
VRC5YWQH3SRK8,Sunshine Vape 15ml 00mg Watermelon Lollipop,,8.99,Fixed,,DEFAULT,4.5,756519905380,,,1,,No,No
5E3N4SQFY6X3Y,Sunshine Vape 15ml 00mg Dragon Berry Balls,,8.99,Fixed,,DEFAULT,4.5,756519905205,,,-2,,No,No
AWMXZ3GVHNVZY,Sunshine Vape 15ml 00mg White Dragon,,8.99,Fixed,,DEFAULT,4.5,,,,0,,No,No
M60S51CQ743R0,Sunshine Vape 15ml 00mg Cowboy,,8.99,Fixed,,DEFAULT,4.5,756519909166,,,2,,No,No
D8NBNY3X2B65T,Sunshine Vape 15ml 00mg Berry Crunch,,8.99,Fixed,,DEFAULT,4.5,756519907001,,,0,,No,No
0P4DJKVDGCTBW,IPV5 200W Temp Control,,119.0,Fixed,,DEFAULT,45.0,258583265938,,,4,,No,No
XZZYKBH5J1SR4,Sigelei 213W,,149.99,Fixed,,DEFAULT,73.4,258632330402,,,1,,No,No
DYHNQTFCKTEFJ,IPV D3 80W Temp Control,,99.99,Fixed,,DEFAULT,40.0,258663792194,,,2,,No,No
0E91ZC0GPR27Y,"Bio 8"" Raked Beaker Tube",,39.99,Fixed,,DEFAULT,13.0,258694275826,BIO-WPNG-06910,,-4,,No,No
F94X43ST53K6A,R2 v.3,,49.99,Fixed,,DEFAULT,25.0,857565005533,,,0,,No,No
H8GP5JC7EWFPE,Gravity Quartz Atomizer,,17.99,Fixed,,DEFAULT,9.03,400005264757,,,1,,No,No
G0CG9ZME4S998,Donny - OSA,,0.01,Fixed,,DEFAULT,0.0,,,,0,,No,No
TBTWRZ3X0FSP2,"Biohazard 10"" Two Elbow Raked",,49.99,Fixed,,DEFAULT,16.0,258806921689,BIO-WPNG-02013,,0,,No,No
ESQYQJTXSBHW2,"Biohazard 9"" Hurricane / Honeycomb Bent Neck Rig",,99.99,Fixed,,DEFAULT,45.0,258833585984,BIO-WPBH-20149-CR,,0,,No,No
PABJEPP1EFPTC,"Biohazard 10"" Three Ring N/G Raked",,34.99,Fixed,,DEFAULT,13.0,258928501301,BIO-WPNG-05207,,0,,No,No
RA8YMJCYX5GJ6,"Biohazard 7"" Beaker Raked N/G",,24.99,Fixed,,DEFAULT,8.5,258957958688,BIO-WPNG-00414,,2,,No,No
XAEDJ41HSNETW,"Biohazard 9"" Black Beaker",,44.99,Fixed,,DEFAULT,22.0,258993393689,BIO-WPBH-20063-BK,,0,,No,No
FHDSK8KBZ7X8W,Spiderweb Spoon,,19.99,Fixed,,DEFAULT,6.4,259028688442,,,0,,No,No
A76TG91RH7K22,"Bio 10"" Fixed Stem Showerhead Egg",,119.0,Fixed,,DEFAULT,40.0,259063674455,BIO-WPGG-20119,,0,,No,No
FYSK0DA0KD092,"Bio 16"" Tree / Hurricane Tube",,149.99,Fixed,,DEFAULT,55.0,259091770419,BIO-WPBH-06444,,0,,No,No
6VE9AEYEA65A0,Biohazard 14mm Tree Tube,,119.0,Fixed,,DEFAULT,38.0,259122451560,WPBH-03769,,-2,,No,No
6ER7H81HFCDRY,Biohazard Turbine to Matrix,,189.0,Fixed,,DEFAULT,65.0,259148797918,WPBH-20059,,0,,No,No
VACP272JN3H4Y,Third Times A Charm Troy Hales Sherlock Bubbler,,34.99,Fixed,,DEFAULT,18.0,259225145694,THIRD-TH-290,,0,,No,No
Z286K67Y9Y9N2,Third Times A Charm Tony Hales Hammer Bubbler,,34.99,Fixed,,DEFAULT,17.0,259243210039,THIRD-TH-291,,0,,No,No
ZGVW2A09XR0T8,Third Times A Charm Jason Knight 10mm Shroom Mini Tube,,79.99,Fixed,,DEFAULT,40.0,259296514771,,,0,,No,No
KZQWSBWM5QBC0,Third Times A Charm 14mm Octopus Slide,,59.99,Fixed,,DEFAULT,25.0,259358855606,,,0,,No,No
DK47AD7MQQ38M,Third Times A Charm Jason Spangler 14mm Switchback Slide,,29.99,Fixed,,DEFAULT,13.0,259456241790,,,1,,No,No
9XCJYXZ8SENGG,Third Times A Charm 18mm Jason Spangler Switchback Slide,,29.99,Fixed,,DEFAULT,13.0,259468773852,,,-1,,No,No
DPJMBCHXCP54J,Multiverse Black Spoon,,34.99,Fixed,,DEFAULT,20.0,259502796755,,,0,,No,No
3VGZKA1HFC7K8,Multiverse Fumed Wrap & Rake,,24.55,Fixed,,DEFAULT,12.0,259532539216,,,0,,No,No
GGWGJTA9R0XZJ,Retti Rig,,199.99,Fixed,,DEFAULT,100.0,259561135724,,,0,,No,No
TFW97NNDMTY32,Daniel Wells Decal Chillum Small,,9.99,Fixed,,DEFAULT,5.0,259627494284,,,1,,No,No
VYQ37M1XP9CQ2,Daniel Wells Decal Chillum Large,,14.99,Fixed,,DEFAULT,7.5,259617986164,,,0,,No,No
3JTN1YMAVZ24C,Tony Fusco Fume Spoon,,89.99,Fixed,,DEFAULT,45.0,259662121558,,,0,,No,No
AHMSXDHVTSYRA,Tony Fusco Fume Sherlock,,69.99,Fixed,,DEFAULT,35.0,259684971353,,,0,,No,No
2NV7FKWGKPZEA,Lydia Leung,,14.99,Fixed,,DEFAULT,7.5,204701114992,THIRDTIME-613-9.5-SB-SLIDE,,0,,No,No
ZEPS43XECQ52E,Andi Neustrom Fume Slide w/Handle 14mm,,14.99,Fixed,,DEFAULT,7.0,259795262593,THIRDTIME-767-AN-FUMESLIDE-14,,2,,No,No
Y31XT7RQJ9D0J,Andi Neustrom Fume Slide w/Handle 18mm,,14.99,Fixed,,DEFAULT,7.0,259806333892,THIRDTIME-967-AN-FUMESLIDE-18,,0,,No,No
XS8A3QR45T0CT,Sugarmattys Joe's Jar,,9.99,Fixed,,DEFAULT,5.0,260099061256,,,0,,No,No
C9YKSNTFNEBMY,Sugarmattys Matt's Jar,,19.99,Fixed,,DEFAULT,10.0,260106389724,,,2,,No,No
WRNHRZG9YCFPY,Kevin Albrecht 14mm Funnel w/color handle,,14.99,Fixed,,DEFAULT,5.0,259928253924,THIRDTIME-KA-FUN-SLD-14,,0,,No,No
4KHFJ2EH425TM,Kevin Albrecht 18mm Funnel w/color handle,,14.99,Fixed,,DEFAULT,5.0,259918137845,THIRDTIME-KA-FUN-SLD-18,,0,,No,No
PH1X0G7NGQWFP,Jason Spangler 18mm Solid Color Slide,,19.99,Fixed,,DEFAULT,10.0,260002835516,THIRDTIME-JS-COL-SLIDE-18,,0,,No,No
P70D0WSYYJ674,Jason Spangler 14mm Solid Color Slide,,19.99,Fixed,,DEFAULT,10.0,259997359176,THIRDTIME-JS-COL-SLIDE-14,,2,,No,No
S6PP8R2717MTE,Jason Spangler 14mm Honeycomb Slide,,29.99,Fixed,,DEFAULT,13.0,260043513091,,,0,,No,No
P7GJTS8SESG3J,Third Times A Charm 18mm Frit Cone Slide,,29.99,Fixed,,DEFAULT,15.0,260077531429,,,2,,No,No
FRE54TF9DN79M,Sugarmattys FD Spoon,,19.99,Fixed,,DEFAULT,8.0,260151760028,,,0,,No,No
VH3DCWSY3YDXY,Sugarmattys Slyme Dot Spoon,,19.99,Fixed,,DEFAULT,8.0,260164470747,,,-1,,No,No
20HC4VHWTJWNY,Sugarmattys WR Spoon,,24.99,Fixed,,DEFAULT,10.0,260202076382,,,0,,No,No
JJ5F2RE9GZ27G,Sugarmattys Bat,,24.99,Fixed,,DEFAULT,12.5,260234374364,,,0,,No,No
F2T0ZCZVYTG72,Sugarmattys Joe's Sherlocks,,19.99,Fixed,,DEFAULT,10.0,260298059467,,,0,,No,No
15KSPD357BKRY,Sugarmattys Coil Spoon,,29.99,Fixed,,DEFAULT,15.0,260322491409,,,0,,No,No
BB9YNVK6BS25W,Sugarmattys Fancy Spoon,,39.99,Fixed,,DEFAULT,20.0,260354142416,,,0,,No,No
EGRRHP0JSXXFR,Sugarmattys Fancy Bat,,29.99,Fixed,,DEFAULT,15.0,260386616206,,,0,,No,No
GVQP5YBQB6NT6,Sugarmattys Hammer,,29.99,Fixed,,DEFAULT,15.0,260412933550,,,-1,,No,No
C3ZFZVXFFQRK4,Sugarmattys Joe's Sidecar,,19.99,Fixed,,DEFAULT,10.0,260445768570,,,0,,No,No
8R4K7R7ACKJ6C,Sugarmattys Long Spoon,,14.99,Fixed,,DEFAULT,12.5,260475523804,,,1,,No,No
QKKYKVHAXF1DG,Sugarmattys Baby Pendant Spoon,,19.99,Fixed,,DEFAULT,10.0,260504420692,,,-3,,No,No
YPGRYEWT7NWWC,Sugarmattys Baby Pendant Sherlock,,29.99,Fixed,,DEFAULT,15.0,260524047060,,,1,,No,No
J13G0FQGDHEF0,Sugarmattys Trans Pig Spoon,,29.99,Fixed,,DEFAULT,15.0,260567845227,,,0,,No,No
MHCP4NVTW7E12,Sugarmattys Trans Pig Slide,,29.99,Fixed,,DEFAULT,15.0,260597513851,,,1,,No,No
TAMZH4R8ZW2SM,Sugarmattys Sand. Pig Slide,,39.99,Fixed,,DEFAULT,20.0,260623276767,,,0,,No,No
MTS425M50RFQW,Sugarmattys Sandblasted Pig ,,39.99,Fixed,,DEFAULT,20.0,260688640350,,,1,,No,No
DK99E11KXZ6B0,Sugarmattys Satin Pig,,39.99,Fixed,,DEFAULT,20.0,260707281403,,,0,,No,No
KECBF0B38X864,Sugarmattys Tube w/Marble,,99.99,Fixed,,DEFAULT,50.0,260888242125,,,0,,No,No
4F0M833V3X1TJ,Sugarmattys Transparent Pig,,29.99,Fixed,,DEFAULT,15.0,260923392426,,,1,,No,No
R9KR72FW0NJ4Y,Atmos Jump,,59.99,Fixed,,DEFAULT,30.0,888400011709,HARVARD-METRO-ATMOS-JUMP,,-1,,No,No
TJY3DHS3YYQMW,Smokus Focus,,39.99,Fixed,,DEFAULT,23.75,260978443647,,,-1,,No,No
J632PQ4W3RBT6,Biohazard Slide 14mm,,14.99,Fixed,,DEFAULT,5.0,261041887955,,,-3,,No,No
FPKDRDQQTTJXJ,Biohazard Slide 18mm,,14.99,Fixed,,DEFAULT,5.0,261054447955,,,2,,No,No
0CWK8MFBG6RAY,Kevin Engleman Bottles,,40.0,Fixed,,DEFAULT,20.0,203399130000,,,0,,No,No
F0NS939MXYT96,Kevin Engleman Small Spoon,,20.0,Fixed,,DEFAULT,10.0,203399130000,,,0,,No,No
5HJPCNBAMB5HR,Gravity Cermic Atomizer,,18.99,Fixed,,DEFAULT,10.0,261245961956,,,2,,No,No
NF3TW70CZ1X0Y,Colibri Butane 300ml,,8.0,Fixed,,DEFAULT,4.0,081287000617,,,-75,,No,No
A7BVTDQDX518W,Exxus Dual Quartz Skillet,,14.99,Fixed,,DEFAULT,7.5,101051000206,,,-29,,No,No
2YFTGV22BV8B4,The Dip Stick Kit,,179.99,Fixed,,DEFAULT,99.0,261313297208,,,2,,No,No
G12G0Y93NFRNW,Aspire K3 Starter Kit,,39.99,Fixed,,DEFAULT,22.0,849660011717,,,1,,No,No
BNWGC4DAEDSG4,Mike Pickens Gold Inlay Spoon,,44.99,Fixed,,DEFAULT,27.0,261374954003,,,0,,No,No
PDMXJTKYC9DNY,Nitro-300,,39.99,Fixed,,DEFAULT,14.49,9412022511258,,,0,,No,No
K0935JQVYTV7W,Mejor Esczla-100,,24.99,Fixed,,DEFAULT,9.99,8795136583061,,,0,,No,No
M82KZT9KQ09F0,Arizer Air,,249.0,Fixed,,DEFAULT,0.0,261462268784,,,0,,No,No
MK5RQBVA90JE4,Sigelei T150,,89.99,Fixed,,DEFAULT,0.0,261491833359,,,2,,No,No
DN6YZ3SPJ9CJP,KangerTech Ceramic Coil .5 Ohm,,19.99,Fixed,,DEFAULT,9.99,854485005940,,,-1,,No,No
GGAXF38QCE16J,Rig,,199.99,Fixed,,DEFAULT,150.0,261541543757,,,1,,No,No
WM4Z504GS5GJT,Puretane,,8.0,Fixed,,DEFAULT,4.0,639302668979,,,-97,,No,No
0D11604GZ6PXG,RNG Glass Donut Spoon,,24.99,Fixed,,DEFAULT,20.0,261597611646,,,0,,No,No
P7D2HQJMQTW70,RNG Glass Straight Spoon,,19.99,Fixed,,DEFAULT,15.0,261617801439,,,0,,No,No
TTAN7JJJVWKZW,Dreaded Punky MW Bub,,69.99,Fixed,,DEFAULT,40.0,261825892960,MW40BU,,0,,No,No
VE403Q8GD7YQE,Dreaded Punky JN Bub,,34.99,Fixed,,DEFAULT,20.0,261813937079,JN20BU,,0,,No,No
HR7TJYHJZHFS0,Dreaded Punky Street Rig,,99.99,Fixed,,DEFAULT,50.0,261834571245,STREEETT50BU,,0,,No,No
5YBW3HY4BNX3E,Dreaded Punky AP Large Bub,,39.99,Fixed,,DEFAULT,22.0,269328536947,AP22BU,,3,,No,No
THC7B0KAKWPW2,Dreaded Punky AP Small Bub,,34.99,Fixed,,DEFAULT,18.0,261792446692,AP18BU,,1,,No,No
EWN8E3HZKQC0E,Dreaded Punky HG Rig,,199.99,Fixed,,DEFAULT,100.0,261806636002,HGW100BU,,0,,No,No
KMJ11D0MVCFZM,KangerTech Clapton Coil .5 Ohm,,19.99,Fixed,,DEFAULT,10.0,854485005674,,,-1,,No,No
3CWJN8KV6B3F4,Stratus Enail - Analog,,149.99,Fixed,,DEFAULT,70.0,707565802192,GOTVAPE,,-3,,No,No
A2P9W39EMMKGJ,Mutation V4s RDA,,29.99,Fixed,,DEFAULT,18.0,261968090032,,,1,,No,No
AMCNZH0JP1HFP,Mike Pickens Cobalt Honeycomb,,34.99,Fixed,,DEFAULT,20.0,261993782919,,,0,,No,No
RDZETJT84N0EC,Mike Pickens Full Gold Fume Spoon,,24.99,Fixed,,DEFAULT,15.0,262021168453,,,0,,No,No
4A3DY1MYMT8T8,Sunshine Vape 15ml 03mg Mt. Dude,,8.99,Fixed,,DEFAULT,4.5,756519907193,,,0,,No,No
KJP05MRQNPV7M,Sunshine Vape 15ml 24mg Mt. Dude,,9.99,Fixed,,DEFAULT,4.5,,,,0,,No,No
HF8893T7QBHTC,Sunshine Vape 15ml 12mg Mt. Dude,,9.99,Fixed,,DEFAULT,4.5,756519907216,,,0,,No,No
2EBPRHKDTDXKY,Sunshine Vape 15ml 00mg Mt. Dude,,9.99,Fixed,,DEFAULT,4.5,756519907186,,,3,,No,No
5M2P0TFGRYBX6,Sunshine Vape 15ml 18mg Mt. Dude,,9.99,Fixed,,DEFAULT,4.5,,,,0,,No,No
G1CKKAHAX0RGW,Sunshine Vape 15ml 06mg Mt. Dude,,8.99,Fixed,,DEFAULT,4.5,756519907209,,,0,,No,No
BQ0X194XMX1WA,E-Cig Starter,,19.99,Fixed,,DEFAULT,7.36,400005214899,,,9,,No,No
GN550N58802BR,McFly UFO Carb Cap,,24.99,Fixed,,DEFAULT,15.0,262393864984,,,-1,,No,No
J7MH9F6KFG3RJ,"Mood Mats 5"" Aztec",,24.99,Fixed,,DEFAULT,12.5,262456020029,,,1,,No,No
ZSQ7B6PE0D80M,The Dip Stick Dip Whip,,29.99,Fixed,,DEFAULT,15.0,262488099093,,,4,,No,No
YF32SW3Q8FNSC,The Dip Stick Replacement Battery,,7.49,Fixed,,DEFAULT,4.0,262501496151,,,6,,No,No
1GW936A2T7DNP,The Dip Stick Vapor Tip,,14.99,Fixed,,DEFAULT,7.5,262529185655,,,0,,No,No
V9T4Q4P69P9FR,Ozium .8 oz. Country Fresh,,4.99,Fixed,,DEFAULT,2.5,075847510159,,,-1,,No,No
D3B2M1FAN9VZT,Ozium .8 oz. Outdoor Essence,,4.99,Fixed,,DEFAULT,2.5,075847510319,,,0,,No,No
Y369JZ1DCDX1E,Ozium .8 oz. Vanilla,,4.99,Fixed,,DEFAULT,2.5,075847510234,,,1,,No,No
V9M7E8H4YAPHC,Ozium .8 oz. Original,,4.99,Fixed,,DEFAULT,2.5,075847510012,,,0,,No,No
R6Q3N4NX6FFC8,Cotton,,2.0,Fixed,,DEFAULT,0.0,262696453878,,,12,,No,No
B02K51KH8N0E4,Rok Glass Illuminati Brain Pendant,,99.99,Fixed,,DEFAULT,45.0,262731057900,,,0,,No,No
YCCM55MJT7VN4,Rok Glass Rok Stone,,29.99,Fixed,,DEFAULT,15.0,262764329166,,,-3,,No,No
CZF40VJFWMHM8,Rok Glass Illuminati Eyeball Pendant,,99.99,Fixed,,DEFAULT,50.0,262808639435,,,0,,No,No
AC907BS4N21YE,Rok Glass Luci Eyeball Pendant,,99.99,Fixed,,DEFAULT,50.0,262816149803,,,0,,No,No
6168BZS8NM8FR,"AMM Glass 4"" Spoon",,11.99,Fixed,,DEFAULT,4.0,262858451803,,,-1,,No,No
1FWSYQ4R85FZ0,"AMM Glass 3"" Spoon",,9.99,Fixed,,DEFAULT,3.0,262873640763,,,-8,,No,No
WS9NSYR8QRH2A,AMM Glass Chillum,,6.99,Fixed,,DEFAULT,2.5,262892731404,,,-1,,No,No
3V4GR31CNXRD4,Pop Clouds,,19.99,Fixed,,DEFAULT,7.5,636684979204,,,9,,No,No
3ERDVWPE13JCR,A Tribe Of Sound Glass Simple Dabber,,11.99,Fixed,,DEFAULT,5.0,262973776898,,,0,,No,No
G42617K7RR3XT,A Tribe Of Sound Glass UV Mario Dabber,,44.99,Fixed,,DEFAULT,22.0,263018308890,,,0,,No,No
J10EWNY0P25TG,A Tribe Of Sound Glass Deluxe UV Mario Dabber,,49.99,Fixed,,DEFAULT,24.0,263033258323,,,0,,No,No
820EFAHMNGVZG,A Tribe Of Sound Glass Mario Dabber,,29.99,Fixed,,DEFAULT,18.0,263057032794,,,0,,No,No
7WW9D2BFY01BG,A Tribe Of Sound Glass UV Gold & Silver Chillum,,39.99,Fixed,,DEFAULT,22.0,263074954574,,,0,,No,No
16QJXC7N8FMNM,Aspire K3 Starter Kit Pink,,39.99,Fixed,,DEFAULT,22.0,849660011823,,,-1,,No,No
42NDSV7D6C2G2,Mass Pipes Bubbler Color,,44.99,Fixed,,DEFAULT,25.0,263202795574,,,2,,No,No
D1A6V1DDA6H56,Mass Pipes Talon#3,,299.99,Fixed,,DEFAULT,150.0,263245527859,,,0,,No,No
HHNQM0WJYPTG2,Mass Pipes Glass Blunt,,19.99,Fixed,,DEFAULT,10.0,263264051366,,,1,,No,No
F4HMNJWJVC74P,Mass Pipes Spoon Linework  Cap Frit,,49.99,Fixed,,DEFAULT,25.0,263318262182,,,-2,,No,No
CCJH8GPRHHE2P,Mass Pipes Spoon Linework Cap Blue,,29.99,Fixed,,DEFAULT,15.0,263338631777,,,-1,,No,No
9YQ9SQTQH122E,Mass Pipes Spoon Frosted Maria,,34.99,Fixed,,DEFAULT,14.0,263372769429,,,0,,No,No
963E6YXQJXN62,Mass Pipes Spoon Small,,19.99,Fixed,,DEFAULT,6.5,263402330681,,,-5,,No,No
AQFZFJ2STAA7M,Liquid Micro Dual Showerhead,,219.99,Fixed,,DEFAULT,110.0,263508260592,METRO-526746,,0,,No,No
YBZPVF9WDDNKT,Liquid Showerhead Beaker,,200.0,Fixed,,DEFAULT,90.0,263475753141,METRO-526740,,0,,No,No
B67RXGF8NSZDR,Liquid Showerhead Tube,,274.99,Fixed,,DEFAULT,141.55,263491361788,METRO-519009,,0,,No,No
C8BV6RB083Y70,Velocity Dripper,,19.99,Fixed,,DEFAULT,8.0,263551850948,,,2,,No,No
X7VJV5WTKC08R,Magma Dripper,,34.99,Fixed,,DEFAULT,9.0,263576055151,,,4,,No,No
1MZKSBXWQ4PRM,Limitless RDTA,,49.99,Fixed,,DEFAULT,29.0,263595848147,,,1,,No,No
VB5H1608KHWN6,Kayfun V5,,34.99,Fixed,,DEFAULT,16.75,263615541232,,,2,,No,No
VASVG2640BMAJ,iStick Pico,,54.99,Fixed,,DEFAULT,24.99,263632886996,,,2,,No,No
TNRCJZEJX7B4A,Nautilus X Black,,39.99,Fixed,,DEFAULT,24.0,849660011960,,,-1,,No,No
WTBZWMZHRWZSC,Nautilus X SS,,39.99,Fixed,,DEFAULT,24.0,,,,12,,No,No
XSMZ95BB1TEAY,NaRDA,,29.99,Fixed,,DEFAULT,9.0,263694886262,,,0,,No,No
99WE1SGH2ZSZ8,Reuleaux RX200S,,119.99,Fixed,,DEFAULT,46.0,263735147079,,,0,,No,No
VWB1FY58XFBKR,Nautilus X Coil (x5),,19.99,Fixed,,DEFAULT,12.18,263827884998,,,0,,No,No
SJ84VNQM9QSRW,Hemplight Keychain Jar,,2.99,Fixed,,DEFAULT,1.25,757104351841,,,17,,No,No
258VMW2KEJVNW,Stache Pen,,59.99,Fixed,,DEFAULT,29.99,263885424815,MANDEL-TSP-02,,0,,No,No
0FH8BM6ER7JGP,Nitecore i2,,19.99,Fixed,,DEFAULT,10.0,6952506491384,,,0,,No,No
YBNRWFHVDFPPT,Crazylegs Fume Beaker Small,,150.0,Fixed,,DEFAULT,75.0,201606125009,,,-2,,No,No
YTZT7734S9R6A,Peter Parker Mini Chillum,,15.0,Fixed,,DEFAULT,7.5,205253149999,,,1,,No,No
VHBQ8TGV98S1E,Peter Parker Chillum,,19.99,Fixed,,DEFAULT,10.0,205253149999,,,-2,,No,No
V5DKPC1QMATWA,Peter Parker Pendant Tear,,29.99,Fixed,,DEFAULT,5.0,205253149999,,,4,,No,No
9DFA0AB5F6ZC8,Peter Parker Pendant Round,,29.99,Fixed,,DEFAULT,5.0,205253149999,,,1,,No,No
96HM1XZTVBMKT,BMW Glass Color Rig,,60.0,Fixed,,DEFAULT,30.0,264642754886,,,0,,No,No
AY48TPZXBCAB6,BMW Glass Sherlock With Marias,,60.0,Fixed,,DEFAULT,30.0,264614098475,,,0,,No,No
8KY56JCCX1B8R,BMW Glass Blue Rig,,100.0,Fixed,,DEFAULT,50.0,264484743901,,,0,,No,No
YMYZ9KJJ9JK8Y,BMW Glass Dry Hammer,,30.0,Fixed,,DEFAULT,15.0,264507930738,,,0,,No,No
V9YWB2J0T209T,BMW Glass Carb Cap,,10.0,Fixed,,DEFAULT,5.0,264525155854,,,-2,,No,No
QDFGQ1YN6TTPJ,BMW Glass Clear Rig,,50.0,Fixed,,DEFAULT,20.0,264543326021,,,0,,No,No
T8WPF67RM7MV8,BMW Glass Small Chillum,,10.0,Fixed,,DEFAULT,5.0,264564742213,,,-25,,No,No
K9SHHV939AHFM,BMW Glass UV Gnome,,50.0,Fixed,,DEFAULT,25.0,264584770241,,,0,,No,No
QD4G5K5RFFK98,BMW Glass Xl Gnome,,40.0,Fixed,,DEFAULT,20.0,264604523772,,,0,,No,No
27ZR9ZZT6704C,Legion of Fume Sherlock,,79.99,Fixed,,DEFAULT,40.0,264747435420,,,1,,No,No
AH23HAJJP755W,Peter Parker Sm. Chillum,,19.99,Fixed,,DEFAULT,10.0,264785050067,,,-6,,No,No
AA2FEDY4R48Y2,"Grav Steamroller 7"" Color",,29.99,Fixed,,DEFAULT,12.0,117113320458,MANDEL-GLA-RL2588,,0,,No,No
26A97N2VANGBJ,R Rig,,119.99,Fixed,,DEFAULT,0.0,264835774509,,,0,,No,No
2TBXJE4EFDKMY,Mohawk Glass 10mm Penetrator -,,399.99,Fixed,,DEFAULT,250.0,264877698627,,,1,,No,No
07RTRJ4HA94J2,Mohawk Glass 10mm Slyme Horn Penetrator -,,399.99,Fixed,,DEFAULT,225.0,264895133711,,,0,,No,No
0F4ZY6C69DCSJ,Mohawk Glass Donut Sherlock -,,119.99,Fixed,,DEFAULT,65.0,264948244166,,,0,,No,No
0EXQTBDP4NA44,Crazylegs Fume Banger Hanger -,,199.99,Fixed,,DEFAULT,125.0,264978102788,,,0,,No,No
0TEVXD6TQZJFR,Crazylegs Fume Banger Hanger Small,,179.99,Fixed,,DEFAULT,100.0,265016281618,,,0,,No,No
K000A01PSQCWP,Animal Pipes,,19.99,Fixed,,DEFAULT,6.49,265057939493,,,2,,No,No
JG8H663P3GCJA,Rasta Mini Pipe,,9.99,Fixed,,DEFAULT,4.0,265104839479,LSWPR1,,-1,,No,No
7GEJBRAHN7TB0,8 Inch Water Pipe,,14.99,Fixed,,DEFAULT,5.2,,LSXW11,,3,,No,No
15S5DYR0ZV8BC,Retti Mini Beaker,,19.99,Fixed,,DEFAULT,8.5,265153976521,,,0,,No,No
0G5YXV3CFJ3Z6,Dome Mini Beaker,,19.99,Fixed,,DEFAULT,8.5,265177831219,,,0,,No,No
1491HNEC1Q61T,Mini Zong Bubbler,,9.99,Fixed,,DEFAULT,7.0,265193630261,,,1,,No,No
CWJ1MJQCN5EGW,Mini beaker,,14.99,Fixed,,DEFAULT,5.2,265217348127,,,0,,No,No
8BXCZ0E0VQ54Y,Import Sherlock,,19.99,Fixed,,DEFAULT,7.25,265274089650,,,0,,No,No
T0ZRQFN90GNZ8,Import Mini Bub,,11.99,Fixed,,DEFAULT,3.75,265296130323,,,1,,No,No
R8G21REWR7ZBT,Cube Bubbler Hammer,,24.99,Fixed,,DEFAULT,11.0,265348884280,,,3,,No,No
5Q16GD38HXYY4,Cube Bubbler Sherlock,,24.99,Fixed,,DEFAULT,11.0,265355635301,,,3,,No,No
ZKXXJH8XJHMQG,aaaImport Sherlock,,11.99,Fixed,,DEFAULT,3.5,265398428625,LSBS494,,0,,No,No
8WAA1BPH6H1RC,Import Color Spoon,,11.99,Fixed,,DEFAULT,4.99,265412958435,,,-4,,No,No
